Sample_ID	group label	Master ID	Skeletal code	Skeletal element	"Published(0=no,1=yes.including.data.release.of.bioRxiv.version)"	"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing: GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]"	Publication	Representative contact	"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r:5; Atmospheric data from Reimer et al (2020)"	"Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]"	"Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]"	"Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE"	Age at Death Estimate	Group ID	Locality	Country	Lat.	Long.	Restrictions (0=none; 1=Basic signed letter; 2=Restrictive signed letter; 3=Bolnick signed letter; 4=Never release; 5=Disease patient; 6=Basic signed letter but drafts should be circulated to Papua New Guinea Medical Research Advisory Group in advance of publication)	Pulldown Strategy	Data source	No. Libraries	Coverage on autosomal targets (Computed at (re)pulldown pre-padding)	1240k coverage (taken from original pulldown where possible)	SNPs hit on autosomal targets (Computed at pulldown for non-padded samples)	SNPs hit on autosomal targets (Computed using easystats on 1240k snpset)	Mean length of shotgun sequences (merged data)	Sex	Family ID and position within family	Sum total of ROH segments >4cM	Sum total of ROH segments >20cM	Y haplogroup automatic caller	Y haplogroup in terminal mutation notation (automatically called)	Y haplogroup  in ISOGG v15.73 notation (automatically called)	Y chromosome reference for manual call	Y haplogroup (manual curation in terminal mutation format)	Y haplogroup (manual curation in ISOGG format)	mtDNA coverage (merged data)	mtDNA haplogroup if ≥2 or published	mtDNA match to consensus if ≥2 coverage (merged data)	Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)	Sex ratio [Y/(Y+X) counts] (merged data)	Xcontam ANGSD SNPs (only if male)	Xcontam ANGSD MOM point estimate (only if male and ≥200)	Xcontam ANGSD MOM Z-score (only if male and ≥200)	Xcontam ANGSD MOM 95% CI truncated at 0 (only if male and ≥200)	contamLD est	contamLD s.e.	contamLD warning	contamLD s.e.	"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)"	LibraryID(s)	endogenous by library (computed on shotgun data)	1240k coverage (by library)	Damage rate in first nucleotide on sequences overlapping 1240k targets (by library)	mtDNA coverage (by library)	mtDNA haplogroup if ≥2 coverage (by library)	mtDNA match to consensus if ≥2 coverage (by library)	Individual Notes	batch notes (e.g. if a control well looks contaminated)	ASSESSMENT	"ASSESSMENT REASONING (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is ""QUESTIONABLE""; <0.9 is ""QUESTIONABLE_CRITICAL"", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is ""QUESTIONABLE_CRITICAL/FAIL"" if <0.01, and recorded but passed if 0.01-0.03; libraries with untreated last base are ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if <0.01, ""QUESTIONABLE"" if 0.01-0.03, and recorded but passed if 0.03-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))"
I12783	BA	I12783	"TB 111, Sk 1124"	petrous	1	2021	PattersonNature2021	"Booth, Tom"	Direct: IntCal20	2599	73	"783-541 calBCE (2510±29 BP, SUERC-80169)"	..	England_EIA	"England, Gloucestershire, Lechlade-on-Thames, Lechlade Memorial Hall/Skate Park"	United Kingdom	51.697969	-1.692092	0	Repulldown on 3.2M snpset	1240K	1	1.02338	1.77137	1154923	703574	55.4	M	n/a (no relatives detected)	0	0	Lazaridis caller (2/7/2021) based on Yfull 8.09 running directly on the bam	R-DF21	R1b1a1b1a1a2c1a5	Patterson2021inPreparation with ISOGG version v15.73 (automated calling followed by manual checking)	R-DF21	R1b1a1b1a1a2c1a5	347.6	J1c5	"[0.987,0.998]"	0.106	0.406	3593	0.00908	5.044	"[0.006,0.013]"	-0.004	0.006	None	"[0,0.008]"	ds.half	S12783.Y1.E1.L1	0.03018	1.77137	0.106	347.6	J1c5	"[0.987,0.998]"	..	..	PASS	"Xcontam=[0.006,0.013]"
I12786	BA	I12786	"TB 114, Sk 1101"	petrous	1	2021	PattersonNature2021	"Booth, Tom"	"Direct on associated fauna: Based on direct date of a cattle skull grave good of 2289-2052 calBCE (3769±27 BP, SUERC-80166) calibrated as IntCal20"	4137	58	"2289-2052 calBCE (3769±27 BP, SUERC-80166)"	..	England_C_EBA	"England, Gloucestershire, Lechlade-on-Thames, Lechlade Memorial Hall/Skate Park"	United Kingdom	51.697969	-1.692092	0	Repulldown on 3.2M snpset	1240K	1	0.665054	1.136588	1060024	655553	54.7	M	n/a (no relatives detected)	0	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	R-DF13	R1b1a1b1a1a2c1	Patterson2021inPreparation with ISOGG version v15.73 (automated calling followed by manual checking)	R-DF13	R1b1a1b1a1a2c1	89.69	J1c2	"[0.965,0.988]"	0.111	0.387	2052	0.00922	3.293	"[0.004,0.015]"	-0.021	0.011	None	"[0,0.001]"	ds.half	S12786.Y1.E1.L1	0.01649	1.136588	0.111	89.69	J1c2	"[0.965,0.988]"	..	..	PASS	..
I12900	BA	I12900	h 1982/7._4_Skelet II	tooth (molar)	1	2021	PattersonNature2021	"Altena, Eveline"	Direct: IntCal20 (from another individual in same grave)	4239	84	"2457-2145 calBCE (3820±45 BP, GrN-6384)"	..	Netherlands_LNB2_BellBeaker	"Zuid-Holland, Ottoland-Kromme Elleboog"	Netherlands	51.874	4.868	0	Repulldown on 3.2M snpset	1240K	1	0.042268	0.075545	119804	81173	50.5	M	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	R-M269	R1b1a1b	..	..	..	75.91	U5b2b1a1	"[0.994,1.000]"	0.037	0.4	201	-0.00336	-1.976	"[0,0]"	-0.117	0.006	Model_Misspecified	"[0,0]"	ds.half	S12900.E1.L1	0.03913	0.075545	0.037	75.91	U5b2b1a1	"[0.994,1.000]"	..	..	PASS	damage.ds.half=0.037
I13025	BA	I13025	h 1967/1._Skelet I	petrous	1	2021	PattersonNature2021	"Altena, Eveline"	Direct: IntCal20	3958	66	"2136-1892 calBCE (3635±40 BP, GrN-5131)"	..	Netherlands_LNB_EBA_BellBeaker	"Zuid-Holland, Molenaarsgraaf"	Netherlands	51.886	4.855	0	Repulldown on 3.2M snpset	1240K	1	1.672601	2.917777	1390197	816690	47.6	M	n/a (no relatives detected)	9.3331	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	R-U106	R1b1a1b1a1a	..	..	..	204.1	K2b1a	"[0.977,0.994]"	0.08	0.4	5428	0.0057	4.75	"[0.003,0.008]"	0.003	0.006	None	"[0,0.015]"	ds.half	S13025.E1.L1	0.54693	2.917777	0.08	204.1	K2b1a	"[0.977,0.994]"	..	..	PASS	..
I13026	BA	I13026	h 1967/1._Skelet II	petrous	1	2021	PattersonNature2021	"Altena, Eveline"	Direct: IntCal20	3951	65	"2135-1890 calBCE (3630±40 BP, GrN-5566)"	..	Netherlands_LNB_EBA_BellBeaker	"Zuid-Holland, Molenaarsgraaf"	Netherlands	51.886	4.855	0	Repulldown on 3.2M snpset	1240K	1	0.04605	0.080654	133516	89296	39.9	M	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	R-KMS60	R1b1a1b1b3	..	..	..	7.023	J1b1a1	"[0.956,0.997]"	0.076	0.384	21	n/a (<200 SNPs)	n/a (<200 SNPs)	n/a (<200 SNPs)	0.018	0.038	None	"[0,0.092]"	ds.half	S13026.E1.L1	0.007	0.080654	0.076	7.023	J1b1a1	"[0.956,0.997]"	..	..	PASS	..
I13027	BA	I13027	h 1967/1._Skelet III	petrous	1	2021	PattersonNature2021	"Altena, Eveline"	Direct: IntCal20	4039	47	"2197-1983 calBCE (3700±25 BP, PSUAMS-7847)"	..	Netherlands_LNB_EBA_BellBeaker	"Zuid-Holland, Molenaarsgraaf"	Netherlands	51.886	4.855	0	Repulldown on 3.2M snpset	1240K	1	0.601827	1.040677	1002218	632053	45.3	F	n/a (no relatives detected)	19.184907	0	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	258.6	T2b21	"[0.995,1.000]"	0.089	0.01	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.018	0.011	None	"[0,0.004]"	ds.half	S13027.E1.L1	0.10956	1.040677	0.089	258.6	T2b21	"[0.995,1.000]"	..	..	PASS	..
I13028	BA	I13028	h 1982/7._4_Skelet I	petrous	1	2021	PattersonNature2021	"Altena, Eveline"	"Context: Layer date of 2456-2141 calBCE (3820±45 BP, GrN-6384) from another individual in same grave calibrated by IntCal20)"	4250	115	2500-2100 BCE	..	Netherlands_LNB_BellBeaker	"Zuid-Holland, Ottoland-Kromme Elleboog"	Netherlands	51.874	4.868	0	Repulldown on 3.2M snpset	1240K	1	1.988421	3.48595	1456242	847255	48.6	M	n/a (no relatives detected)	14.800394	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	R-P312	R1b1a1b1a1a2	..	..	..	233.4	H1a	"[0.975,0.998]"	0.131	0.407	6123	0.00607	5.518	"[0.004,0.008]"	-0.006	0.004	None	"[0,0.002]"	ds.half	S13028.E1.L1	0.61623	3.48595	0.131	233.4	H1a	"[0.975,0.998]"	..	..	PASS	..
I13170_published	BA	I13170	"TWO CODES: (1) 877, 2, Box D; (2) Velika Gruda, Grave 2"	petrous; tooth	1	2015	#N/A	"Pinhasi, Ron; Borić, Dušan"	Context: Archaeological - Period	2550	115	800-400 BCE	..	Montenegro_IA	Velika Gruda	Montenegro	42.382	18.74	0	Repulldown on 3.2M snpset	1240K	2	3.076286	5.396969	1498409	868769	..	F	RISE596-I13170 are duplicates	0	0	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	571.75937	X1'2'3	..	0.096	0.010033377	n/a (female)	n/a (female)	n/a (female)	n/a (female)	..	..	..	..	"ds.half,ds.half"	"S13170.Y1.E1.L1,S26212.Y1.E1.L1"	"0.463,0.095"	"4.119,1.299"	"0.105,0.061"	"431.1,140.6"	"X1'2'3,X1'2'3"	"[0.987,1.000],[0.994,1.000]"	..	..	PASS	..
I13467	BA	I13467	"10, P7A-38757 (770)"	petrous	1	2021	PattersonNature2021	"Pinhasi, Ron"	Direct: IntCal20	4289	66	"2457-2209 calBCE (3860±25 BP, PSUAMS-10090)"	..	Czech_CordedWare	"Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)"	Czech Republic	50.044984	14.339296	0	Repulldown on 3.2M snpset	1240K	1	2.487618	4.311281	1487781	847115	53.8	M	OHR001-I13467 are duplicates	13.822097	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	R-Z2108	R1b1a1b1b3	..	..	..	292.6	H+16291	"[0.974,0.997]"	0.087	0.405	6886	0.00389	4.744	"[0.002,0.005]"	-0.007	0.005	None	"[0,0.003]"	ds.half	S13467.Y1.E1.L1	0.60476	4.311281	0.087	292.6	H+16291	"[0.974,0.997]"	..	..	PASS	..
I13468	BA	I13468	"40, P7A-38783/e (771)"	petrous	1	2021	PattersonNature2021	"Pinhasi, Ron"	Context: Date(s) from same site (I13469)	3850	173	2200-1800 BCE	..	Czech_EBA_Unetice	"Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)"	Czech Republic	50.044984	14.339296	0	Repulldown on 3.2M snpset	1240K	1	2.166466	3.754801	1420345	815437	51.8	M	n/a (no relatives detected)	0	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	I-S6635	I2a2a	..	..	..	379.8	U5a1b1	"[0.989,1.000]"	0.128	0.405	6016	0.00491	5.062	"[0.003,0.007]"	0.002	0.005	None	"[0,0.012]"	ds.half	S13468.Y1.E1.L1	0.56046	3.754801	0.128	379.8	U5a1b1	"[0.989,1.000]"	..	..	PASS	..
I13469	BA	I13469	"18, P7A-38763 (772)"	petrous	1	2021	PattersonNature2021	"Pinhasi, Ron"	Direct: IntCal20	3945	48	"2127-1900 calBCE (3630±25 BP, PSUAMS-10015)"	..	Czech_EBA_Unetice	"Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)"	Czech Republic	50.044984	14.339296	0	Repulldown on 3.2M snpset	1240K	1	2.251829	3.908176	1397503	804958	53.9	M	n/a (no relatives detected)	0	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	I-S6635	I2a2a	..	..	..	344.8	J1c15	"[0.994,1.000]"	0.117	0.417	5950	0.0038	4.176	"[0.002,0.006]"	-0.003	0.005	None	"[0,0.007]"	ds.half	S13469.Y1.E1.L1	0.46764	3.908176	0.117	344.8	J1c15	"[0.994,1.000]"	..	..	PASS	..
I13470	BA	I13470	"23, P7A-38768 (773)"	petrous	1	2021	PattersonNature2021	"Pinhasi, Ron"	Direct: IntCal20	3943	42	"2122-1926 calBCE (3630±20 BP, PSUAMS-10091)"	..	Czech_EBA_Unetice	"Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)"	Czech Republic	50.044984	14.339296	0	Repulldown on 3.2M snpset	1240K	1	2.271384	3.96197	1403604	833069	55.6	F	"Czech Republic, Prague 5 - Mala Ohrada Family B (3 members) (I13470-I15646 have a mother-son relationship; I15646-I15643 have a 2d or 3d relationship)"	4.472303	0	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	382.9	H	"[0.989,1.000]"	0.097	0.008	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.005	0.007	None	"[0,0.019]"	ds.half	S13470.Y1.E1.L1	0.30323	3.96197	0.097	382.9	H	"[0.989,1.000]"	..	..	PASS	..
I13471	BA	I13471	"19, P7A-38764 (774)"	petrous	1	2021	PattersonNature2021	"Pinhasi, Ron"	Context: Date(s) from same site (I13469)	3850	173	2200-1800 BCE	..	Czech_EBA_Unetice	"Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)"	Czech Republic	50.044984	14.339296	0	Repulldown on 3.2M snpset	1240K	1	2.311371	3.978208	1451557	829440	55.4	M	n/a (no relatives detected)	14.587885	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	I-S6635	I2a2a	..	..	..	556.9	V	"[0.991,1.000]"	0.102	0.413	6303	0.00342	3.931	"[0.002,0.005]"	-0.013	0.005	None	"[0,0]"	ds.half	S13471.Y1.E1.L1	0.461	3.978208	0.102	556.9	V	"[0.991,1.000]"	..	..	PASS	..
I1381	BA	I1381	2-Grave487	tooth	1	2018	OlaldeNature2018	"Lemercier, Olivier"	Context: Date(s) of 2d/3d relative I1382	4250	115	2500-2100 BCE	"child, 10-11"	France_BellBeaker	"Moselle, Mondelange, PAC de la Sente"	France	49.153	6.102	0	Repulldown on 3.2M snpset	1240K	1	0.917376	1.554	1115914	678157	..	M	"France, Moselle, Mondelange, PAC de la Sanie Family A (2 members) I1381-I1382 have a 2nd or 3rd deg relatedness"	4.966593	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	R-BY25512	R1b1a1b1a1a2	..	..	..	587	H	"[0.998,1.000]"	0.099	0.423	1835	0.012765	4.384309359	"[0.007,0.018]"	0.007	0.008	None	"[0,0.023]"	ds.half	S1381.E1.L1	0.0663	1.554	0.099	587	H	"[0.998,1.000]"	..	..	PASS	"Xcontam=[0.007,0.018]"
I1382	BA	I1382	3-Grave515	tooth	1	2018	OlaldeNature2018	"Lemercier, Olivier"	Direct: IntCal20	4195	68	"2447-2136 calBCE (3805±35 BP, GrA-4468)"	adult	France_BellBeaker	"Moselle, Mondelange, PAC de la Sente"	France	49.153	6.102	0	Repulldown on 3.2M snpset	1240K	1	0.718788	1.221	969594	596716	..	M	"France, Moselle, Mondelange, PAC de la Sanie Family A (2 members) I1381-I1382 have a 2nd or 3rd deg relatedness"	56.219697	32.477605	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	R-P312	R1b1a1b1a1a2	..	..	..	124	U5a2c3a	"[0.993,0.999]"	0.083	0.433	1420	0.004943	2.158592578	"[0,0.009]"	-0.008	0.012	None	"[0,0.016]"	ds.half	S1382.E1.L1	0.0173	1.221	0.083	124	U5a2c3a	"[0.993,0.999]"	..	..	PASS	..
I1390	BA	I1390	11-Grave68	tooth	1	2018	OlaldeNature2018	"Lemercier, Olivier"	Direct: IntCal20; R_combine	4331	51	"2464-2296 calBCE (3893±25 BP) [R_combine: (3910±35 BP, Poz-41227); (3875±35 BP, Poz-41226)]"	..	France_BellBeaker	"Haut-Rhin, Sierentz, Les Villas d'Aurele"	France	47.65	7.45	0	Repulldown on 3.2M snpset	1240K	1	0.34739	0.592	697813	441947	..	M	"France, Haut Rhin, Sierentz, Les Villas d'Aurele Family A (2 members) I1389-I1390 being 1st degree relatives "	19.685711	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	R-P312	R1b1a1b1a1a2	..	..	..	174	X2b4a	"[0.998,1.000]"	0.12	0.436	453	0.005099	1.07624405	"[0,0.014]"	-0.012	0.015	None	"[0,0.017]"	ds.half	S1390.E1.L1	0.0198	0.592	0.12	174	X2b4a	"[0.998,1.000]"	..	..	PASS	..
I1391	BA	I1391	12-GraveExcavataion2014	tooth	1	2018	PattersonNature2021 (higher coverage of previously published individual in OlaldeNature2018)	"Lemercier, Olivier"	Direct: IntCal20	4179	67	"2400-2058 calBCE (3795±35 BP, Poz-68164)"	..	France_BellBeaker	"Haut-Rhin, Rouffach"	France	47.57	7.18	0	Repulldown on 3.2M snpset	1240K	3	0.09027	0.158336	244448	162408	..	F	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	295.004527	J1c4	"[0.992,1]"	..	..	n/a (female)	n/a (female)	n/a (female)	n/a (female)	0.015	0.025	None	"[0,0.064]"	"ds.half,ds.half,ds.half"	"S1391.E1.L1,S1391.E1.L2,S1391.E1.L3"	"0.00640,0.00420,0.00400"	"0.081,0.040,0.040"	"0.113,0.12,0.12"	"289.00,448.00,472.00"	"J1c4,J1c4,J1c4"	"[0.999,1.000],[0.998,1.000],[0.998,1.000]"	..	..	PASS	..
I14185	BA	I14185	"2, P7A-16051, s. 33, acq. no. P7p-4/95 (P1176)"	petrous	1	2021	PattersonNature2021	"Pinhasi, Ron"	Context: Archaeological - Period	3850	173	2200-1600 BCE	..	Czech_EBA_Unetice	"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)"	Czech Republic	50.054385	14.363387	0	Repulldown on 3.2M snpset	1240K	1	1.343185	2.301806	1271203	744274	52.2	M	"Czech Republic, Prague 5, Jinonice Family B (2 members) (I11160-I14185 have a siblings relationship [brothers])"	0	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	R-Y153322	R1b1a1b1a1a2a	..	..	..	629.3	K1c1	"[0.981,0.995]"	0.135	0.403	5994	0.00558	5.073	"[0.003,0.008]"	-0.006	0.006	None	"[0,0.006]"	ds.half	S14185.Y1.E1.L1	0.47236	2.301806	0.135	629.3	K1c1	"[0.981,0.995]"	..	..	PASS	..
I14186	BA	I14186	"31, P7A-16058, s. 389, acq. no. P7p-4/94 (P1177)"	petrous	1	2021	PattersonNature2021	"Pinhasi, Ron"	Context: Archaeological - Period	3850	173	2200-1600 BCE	..	Czech_EBA_Unetice	"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)"	Czech Republic	50.054385	14.363387	0	Repulldown on 3.2M snpset	1240K	1	0.600689	1.017066	953425	584426	47.1	F	n/a (no relatives detected)	7.517901	0	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	387.7	W3a1a	"[0.988,0.998]"	0.107	0.016	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.023	0.011	None	"[0,0]"	ds.half	S14186.Y1.E1.L1	0.41189	1.017066	0.107	387.7	W3a1a	"[0.988,0.998]"	..	..	PASS	..
I14189	BA	I14189	"52, P7A-16060, s. 478, acq. no. P7p-4/95 (P1180)"	petrous	1	2021	PattersonNature2021	"Pinhasi, Ron"	Context: Archaeological - Period	3850	173	2200-1600 BCE	..	Czech_EBA_Unetice	"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)"	Czech Republic	50.054385	14.363387	0	Repulldown on 3.2M snpset	1240K	1	1.543907	2.67576	1283499	755024	51.9	M	n/a (no relatives detected)	14.2914	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	R-L2	R1b1a1b1a1a2b1	..	..	..	587	K1a4	"[0.986,0.997]"	0.111	0.409	6835	0.00361	4.349	"[0.002,0.005]"	-0.006	0.007	None	"[0,0.008]"	ds.half	S14189.Y1.E1.L1	0.39887	2.67576	0.111	587	K1a4	"[0.986,0.997]"	..	..	PASS	..
I14192	BA	I14192	"69 A, P7A-16067, s. 628/9; acq. no. P7p-4/95 (P1183)"	petrous	1	2021	PattersonNature2021	"Pinhasi, Ron"	Context: Archaeological - Period	3850	173	2200-1600 BCE	..	Czech_EBA_Unetice	"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)"	Czech Republic	50.054385	14.363387	0	Repulldown on 3.2M snpset	1240K	1	0.780868	1.32244	1093558	658820	48.8	M	n/a (no relatives detected)	0	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	R-L20	R1b1a1b1a1a2b1a1	..	..	..	352.7	H1j2a	"[0.987,0.999]"	0.107	0.408	2231	0.00547	2.486	"[0.001,0.01]"	-0.019	0.008	None	"[0,0]"	ds.half	S14192.Y1.E1.L1	0.21739	1.32244	0.107	352.7	H1j2a	"[0.987,0.999]"	..	..	PASS	..
I14193	BA	I14193	"83, P7A-16076, s. 725 (P1184)"	petrous	1	2021	PattersonNature2021	"Pinhasi, Ron"	Context: Archaeological - Period	3850	173	2200-1600 BCE	..	Czech_EBA_Unetice	"Central Bohemia, Prague 5, Prague-Jinonice (Holmanʼs Garden Centre)"	Czech Republic	50.054385	14.363387	0	Repulldown on 3.2M snpset	1240K	1	2.038558	3.555481	1359695	790315	51.5	M	"Czech Republic, Prague 5, Jinonice Family A (4 members) (I14193-I7198-I11158 have a father-mother-son relationship; I15825 has a 2d or 3d relationship to I14193-I11158 in the nuclear family [father-son])"	21.398706	0	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	R-Z280	R1a1a1	..	..	..	508.9	T2e	"[0.989,0.999]"	0.099	0.411	7677	0.00492	5.928	"[0.003,0.007]"	-0.017	0.005	None	"[0,0]"	ds.half	S14193.Y1.E1.L1	0.53783	3.555481	0.099	508.9	T2e	"[0.989,0.999]"	..	..	PASS	..
I14200	BA	I14200	"50875_1291, Archer"	tooth (molar)	1	2021	PattersonNature2021	"McKinley, Jacqueline"	Direct: IntCal20	4328	57	"2470-2239 calBCE (3895±32 BP, OxA-13541)"	35-45	England_BellBeaker_highEEF	"England, Wiltshire, Amesbury Down"	United Kingdom	51.168023	-1.7725402	0	Repulldown on 3.2M snpset	1240K	9	0.089815	0.158	248127	158917	62.5	M	n/a (no relatives detected)	n/a (too few SNPs)	n/a (too few SNPs)	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	R-SK2111	R1b1a1b1a1a2b1	Patterson2021inPreparation with ISOGG version v15.73 (automated calling followed by manual checking)	R-L151	R1b1a1b1a1a	445.927395	K1b1a	"[0.983,0.995]"	0.161	0.361991761	93	n/a (<200 SNPs)	n/a (<200 SNPs)	n/a (<200 SNPs)	0.095	0.027	Very_High_Contamination	"[0.042,0.148]"	"ds.half,ds.half,ss.half,ss.half,ss.half,ss.half,ss.half,ss.half,ss.half"	"S14200.Y1.E1.L1,S14200.Y1.E2.L1,S14200.Y1.E10.L1,S14200.Y1.E3.L1,S14200.Y1.E4.L1,S14200.Y1.E5.L1,S14200.Y1.E6.L1,S14200.Y1.E8.L1,S20156.Y1.E2.L1"	"..,0.00032,0.00147,0.00085,0.00120,0.00147,0.00098,0.00144,0.04128"	"0.031,0.005,0.016,0.017,0.018,0.017,0.020,0.006,0.002"	"0.114,0.141,0.193,0.195,0.190,0.187,0.192,0.205,0.177"	"4.875,12.150,45.050,46.560,46.550,43.160,52.720,22.100,4.651"	"K1b1a,K1b1a,K1b1a,K1b1a,K1b1a,K1b1a,K1b1a,K1b1a,K1b1a"	"[0.931,0.995],[0.980,1.000],[0.981,0.995],[0.961,0.983],[0.972,0.989],[0.966,0.986],[0.983,0.996],[0.968,0.994],[0.898,0.984]"	..	..	REPLOT_PASS	..
I14543	BA	I14543	"TB 162, R2315/2"	petrous	1	2021	PattersonNature2021	"Booth, Tom"	Context: Archaeological - Period	3975	245	2450-1600 BCE	..	England_C_EBA	"England, Sussex, Brighton, Ditchling Road"	United Kingdom	50.851087	-0.134783	0	Repulldown on 3.2M snpset	1240K	1	1.416714	2.398684	1251454	751003	53.8	F	n/a (no relatives detected)	19.829603	0	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	n/a (female)	362.4	K1a4a1g	"[0.987,0.998]"	0.081	0.007	n/a (female)	n/a (female)	n/a (female)	n/a (female)	-0.001	0.008	None	"[0,0.015]"	ds.half	S14543.Y1.E1.L1	0.13661	2.398684	0.081	362.4	K1a4a1g	"[0.987,0.998]"	..	..	PASS	..
I14553	BA	I14553	"TB 172, R4267"	petrous	1	2021	PattersonNature2021	"Booth, Tom"	Direct: IntCal20	3807	59	"1954-1749 calBCE (3535±33 BP, SUERC-76360)"	..	England_C_EBA	"England, Sussex, Brighton, Roedean Crescent"	United Kingdom	50.815565	-0.091565	0	Repulldown on 3.2M snpset	1240K	1	1.212552	2.020006	1297254	755415	53.8	M	n/a (no relatives detected)	25.388503	25.388503	Lazaridis caller (12/6/2020) based on Yfull 8.09 running directly on the bam	R-Z251	R1b1a1b1a1a2c1	Patterson2021inPreparation with ISOGG version v15.73 (automated calling followed by manual checking)	R-Z251	R1b1a1b1a1a2c1	293.4	H5c	"[0.989,1.000]"	0.111	0.395	4056	0.0123	6.474	"[0.009,0.016]"	0	0.009	None	"[0,0.018]"	ds.half	S14553.Y1.E1.L1	0.28049	2.020006	0.111	293.4	H5c	"[0.989,1.000]"	..	..	PASS	"Xcontam=[0.009,0.016]"
